executorCores,executorMemory,memoryFraction,memoryStorageFraction,defaultParallelism,shuffleCompress,shuffleSpillCompress,broadcastCompress,rddCompress,ioCompressionCodec,reducerMaxSizeInFlight,shuffleFileBuffer,serializer,$<PERF
4,4096,0.9,0.1,12,1,1,0,0,2,96,8,0,3014
4,1283,0.9,0.176503378,12,1,1,0,0,2,76,8,0,3135
4,1569,0.9,0.180020664,12,0,1,0,0,2,73,8,0,3089
4,1505,0.9,0.1,12,1,1,0,0,2,90,8,0,3172
4,1640,0.9,0.23278589,12,1,1,0,0,1,53,8,0,3086
4,1966,0.9,0.1,12,1,1,0,0,2,96,8,0,3029
4,1332,0.9,0.1,12,0,1,0,0,2,96,8,0,3215
4,1482,0.9,0.15197554,12,1,1,0,0,2,72,8,0,3125
4,1998,0.9,0.1,12,1,1,0,0,2,96,8,0,3149
1,1051,0.1,0.895410446,1,1,0,1,1,0,11,30,0,1467
2,1207,0.241117434,0.853692679,1,1,0,1,1,0,10,29,0,2129
1,1024,0.1,0.9,1,1,0,1,1,0,8,50,0,1319
1,1430,0.1,0.9,1,1,0,1,1,0,12,64,1,1560
1,1024,0.1,0.9,1,1,0,1,1,0,8,64,0,1279
1,1095,0.101942079,0.9,1,1,0,1,1,0,8,38,0,1362
1,1027,0.1,0.9,1,1,0,1,1,0,8,50,0,1363
1,1099,0.1,0.9,1,1,0,1,1,0,13,64,0,1516
1,1382,0.1,0.9,1,1,0,1,1,0,10,64,1,1430
1,1024,0.1,0.9,1,1,0,1,1,0,8,64,1,1264
2,1556,0.1,0.9,1,1,0,1,1,0,8,11,0,2334
1,1515,0.1,0.9,1,1,0,1,1,0,8,12,1,1349
1,2453,0.1,0.9,1,1,0,1,1,0,8,11,1,2286
1,2352,0.1,0.9,1,1,0,1,1,0,8,15,0,2409
1,1566,0.1,0.9,1,1,0,1,1,0,8,13,0,1319
2,1452,0.128260704,0.9,1,1,0,1,1,0,8,11,0,2294
2,1423,0.1,0.9,1,1,0,1,1,0,8,11,0,2053
2,1522,0.124603191,0.9,1,1,0,1,1,0,8,11,0,2256
1,1893,0.1,0.9,1,1,0,1,1,0,8,13,0,1497
2,1534,0.195735812,0.895610958,1,1,0,1,1,0,8,11,0,2312
4,1934,0.9,0.1,12,0,1,0,0,2,12,8,0,3120
4,1356,0.9,0.1,12,0,1,0,0,2,8,8,0,3212
4,4096,0.9,0.1,12,1,1,0,0,2,96,8,0,2824
4,1785,0.9,0.1,12,0,1,0,0,2,13,8,0,2961
4,1409,0.9,0.1,12,0,1,0,0,2,10,8,0,3125
4,1878,0.9,0.1,12,0,1,0,0,2,10,8,0,3149
4,1603,0.9,0.1,12,0,1,0,0,2,11,8,0,3022
1,1024,0.1,0.536180876,1,1,0,1,1,1,8,13,1,1340
1,1024,0.1,0.9,1,1,0,1,1,0,8,14,1,1334
4,1300,0.9,0.1,12,0,1,0,0,2,9,9,0,3054
4,1024,0.9,0.1,7,0,1,0,0,2,8,9,0,2981
4,1024,0.9,0.1,12,1,1,0,0,2,8,8,0,2989
4,1024,0.9,0.1,12,1,1,0,0,2,8,8,0,2858
1,1933,0.1,0.9,1,0,0,1,1,1,19,12,1,1642
4,1024,0.9,0.1,12,1,1,0,0,1,8,8,0,3006
4,1024,0.9,0.1,12,1,1,0,0,1,8,8,0,3226
4,1024,0.9,0.1,4,0,1,0,0,2,8,10,0,2961
4,1024,0.9,0.1,10,0,1,0,0,2,8,9,0,3069
4,1024,0.9,0.1,12,1,1,0,0,2,8,8,0,2807
1,4096,0.1,0.9,1,0,0,1,1,0,54,18,1,3149
4,1910,0.9,0.229432553,12,1,1,0,0,1,8,9,0,3149
1,1024,0.1,0.9,1,1,0,1,1,0,8,23,1,1456
4,1426,0.9,0.1,8,0,1,0,0,2,10,9,0,3258
4,1455,0.9,0.34646146,12,1,1,0,0,1,8,9,0,2873
1,1024,0.1,0.193324004,1,0,0,1,1,2,18,10,1,1334
4,1466,0.9,0.5012485,12,1,1,0,0,1,8,10,0,3258
4,1346,0.9,0.327944555,11,1,1,0,0,1,8,9,0,2935
4,1287,0.9,0.1,5,0,1,0,0,2,10,9,0,3093
4,1555,0.9,0.1,12,1,1,0,0,2,9,8,0,3069
4,1314,0.9,0.218172259,7,0,1,0,0,2,9,9,0,3121
4,2297,0.9,0.167567151,12,1,0,0,0,1,15,10,0,3212
1,1024,0.1,0.9,1,0,0,1,1,0,8,9,1,1393
4,2071,0.9,0.1,12,1,1,0,0,1,13,10,0,3004
4,2474,0.9,0.274815348,12,1,1,0,0,1,14,10,0,3001
1,1024,0.1,0.9,1,0,0,1,1,2,8,9,1,1531
4,3020,0.9,0.380222885,12,1,1,0,0,0,17,10,0,3132
4,2142,0.9,0.334589609,12,1,1,0,0,1,13,10,0,3090
4,2129,0.9,0.149571251,12,1,1,0,0,1,13,10,0,3166
4,3750,0.9,0.1,12,1,1,0,0,1,19,9,0,3036
4,2005,0.9,0.232882856,12,1,1,0,0,1,12,10,0,3163
4,2520,0.9,0.1,12,0,1,0,0,2,41,8,0,3093
4,1926,0.9,0.1,12,0,1,0,0,2,30,8,0,3084
4,1775,0.9,0.264733131,12,0,0,0,0,2,23,8,0,3018
4,1683,0.9,0.1,12,0,1,0,0,2,23,8,0,3120
4,1576,0.9,0.1,10,0,1,0,0,2,20,8,0,2938
4,1572,0.9,0.494350348,10,1,0,0,0,1,20,8,0,3037
4,1846,0.9,0.1,11,0,1,0,0,2,25,8,0,3054
4,2408,0.9,0.1,12,1,1,0,0,2,39,8,0,3060
4,2492,0.9,0.1,12,1,1,0,0,2,45,8,0,2925
1,1024,0.1,0.544003432,1,1,0,1,1,1,8,14,1,1499
1,1024,0.1,0.9,1,1,0,1,1,0,25,13,1,1479
4,1024,0.9,0.286332456,12,0,1,0,0,2,8,9,0,3095
4,1024,0.9,0.1,12,0,1,0,0,2,8,8,0,2909
4,1024,0.9,0.386333493,12,1,1,0,0,1,8,9,0,2900
4,1024,0.9,0.3945264,12,1,1,0,0,1,8,8,0,3274
1,1552,0.1,0.9,1,1,0,1,1,0,22,14,1,1459
4,1024,0.9,0.177512541,12,0,1,0,0,2,8,9,0,3130
4,1024,0.9,0.448925331,12,1,1,0,0,1,8,9,0,3011
1,2609,0.1,0.1,1,0,0,1,1,2,60,14,1,2196
4,1024,0.9,0.538838085,12,1,1,0,0,1,8,8,0,3050
4,1291,0.9,0.491986469,12,1,1,0,0,1,14,8,0,3202
4,1546,0.9,0.439358431,12,1,1,0,0,1,15,8,0,3172
1,1024,0.1,0.694203884,1,0,0,1,1,0,8,16,1,1402
4,2114,0.9,0.342787782,12,1,1,0,0,1,18,8,0,2872
1,1116,0.1,0.524322491,1,0,0,1,1,0,8,23,1,1316
4,1773,0.9,0.336626846,12,1,1,0,0,1,14,8,0,3057
4,2906,0.9,0.1,12,1,1,0,0,2,15,8,0,3069
4,1406,0.9,0.51873694,12,1,1,0,0,1,14,8,0,3100
4,2089,0.9,0.466225301,12,1,0,0,0,1,16,8,0,3163
1,1024,0.1,0.9,1,0,0,1,1,0,8,19,1,1521
4,1412,0.9,0.709945074,12,1,1,0,0,1,8,8,0,3004
4,3605,0.9,0.9,12,1,1,0,0,2,8,8,0,3115
1,1024,0.1,0.1,1,0,0,1,1,2,37,20,1,1467
4,1373,0.9,0.745919833,12,1,1,0,0,1,8,8,0,3063
4,4096,0.9,0.9,12,1,1,0,0,2,8,8,0,2912
4,1382,0.9,0.9,12,1,1,0,0,0,8,8,0,3188
4,1407,0.9,0.706523098,12,1,1,0,0,1,8,8,0,3171
1,1024,0.1,0.127243537,1,0,0,1,1,2,36,19,1,1490
4,2250,0.9,0.9,12,1,1,0,0,0,8,8,0,3250
1,1024,0.1,0.1,1,0,0,1,1,0,49,19,1,1396
1,1024,0.328188293,0.9,3,1,0,1,1,0,8,10,1,1489
1,1094,0.1,0.9,1,1,0,1,1,0,8,11,1,1295
1,1024,0.1,0.9,1,0,0,1,1,0,10,14,1,1427
1,1024,0.1,0.9,1,1,0,1,1,0,8,16,1,1495
1,1024,0.1,0.9,1,0,0,1,1,0,8,18,1,1429
2,1024,0.302646106,0.895699926,1,1,0,1,1,0,11,11,1,2262
1,1024,0.1,0.9,1,1,0,1,1,0,8,13,1,1367
1,1129,0.1,0.9,1,1,0,1,1,0,8,11,1,1501
2,1024,0.288983731,0.871445042,1,1,0,0,1,0,10,11,0,2352
1,1024,0.1,0.9,1,1,0,1,1,0,8,37,1,1371
4,1024,0.9,0.351490457,12,1,1,0,0,1,8,10,0,3130
4,1024,0.9,0.3702122,12,1,1,0,0,1,8,12,0,3008
4,1024,0.9,0.191213915,12,1,1,0,0,0,8,15,0,3021
4,1024,0.9,0.313374531,12,1,1,0,0,1,8,10,0,2741
1,1730,0.1,0.747790132,1,1,0,1,1,0,9,10,1,1647
4,1024,0.9,0.310414053,12,1,1,0,0,1,8,10,0,3185
4,1024,0.9,0.499584361,12,1,0,0,0,1,8,11,0,3045
4,1024,0.9,0.380412629,12,1,1,0,0,1,8,10,0,2940
4,1079,0.9,0.469223487,12,1,1,0,0,1,8,10,0,3232
1,2488,0.1,0.30433684,1,0,0,1,1,2,17,8,1,2347
4,1857,0.9,0.134333679,12,1,1,0,0,1,8,8,0,3227
4,2130,0.9,0.256103345,12,1,1,0,0,1,8,8,0,3202
4,2912,0.9,0.1,12,1,1,0,0,1,8,8,0,3101
4,1814,0.9,0.1,12,1,1,0,0,2,8,8,0,2802
4,1851,0.9,0.113372528,12,1,1,0,0,1,8,8,0,2971
4,2585,0.9,0.1,12,1,1,0,0,2,8,8,0,2913
4,4096,0.9,0.1,12,1,1,0,0,2,8,8,0,3207
4,4096,0.9,0.1,12,1,1,0,0,2,8,8,0,3046
4,2829,0.9,0.140847342,12,1,1,0,0,0,8,8,0,2825
4,1854,0.9,0.22903328,12,1,0,0,0,1,8,8,0,3107
3,2354,0.484414785,0.36623818,7,1,0,0,1,1,58,34,0,3092
3,2928,0.275204493,0.12395165,8,0,0,0,1,2,81,51,0,3312
3,2724,0.35054216,0.209570568,8,0,0,0,1,2,73,44,0,2926
3,3097,0.213776176,0.1,8,0,0,0,1,2,87,55,0,3044
3,3155,0.186284194,0.1,8,0,0,0,1,2,90,58,0,3024
3,2592,0.401077211,0.267120755,7,1,0,0,1,2,68,41,0,3023
3,2617,0.394697358,0.255216714,8,0,0,0,1,2,68,41,0,2950
3,2835,0.314106871,0.170471603,8,0,0,0,1,2,76,47,0,3065
3,2434,0.462119217,0.334927744,7,1,0,0,1,1,61,36,0,3042
3,2796,0.326325985,0.180720467,8,0,0,0,1,2,75,47,0,3024
4,1193,0.30488428,0.683531465,3,0,1,0,0,2,53,41,0,3328
1,3512,0.684453636,0.722573387,4,1,1,0,1,1,70,12,0,3285
4,1730,0.75036653,0.76219543,2,0,1,1,1,0,14,40,1,3283
3,896,0.259719185,0.110222136,9,0,1,0,0,1,27,11,1,3254
3,988,0.874046683,0.473697334,1,1,0,0,1,2,85,27,0,3240
4,857,0.524418474,0.637337272,4,1,0,1,0,0,26,33,0,3239
3,1059,0.520309917,0.39054521,10,1,0,1,1,1,18,51,1,3179
1,3580,0.894857007,0.896171529,11,0,1,0,0,1,23,56,1,3175
4,3069,0.608858703,0.543070804,7,1,0,0,1,2,78,30,0,3169
3,958,0.572178871,0.626789328,2,1,0,1,1,2,77,32,1,3167
3,2078,0.74797494,0.154812998,12,0,0,1,1,2,39,30,0,3167
3,1061,0.753443709,0.350575612,4,1,0,0,0,0,21,37,0,3166
2,3554,0.644743917,0.878776958,12,1,0,0,1,1,82,52,0,3164
4,628,0.644727836,0.799948041,3,0,0,0,1,2,58,31,0,3161
3,3406,0.892194783,0.221329412,11,0,1,0,1,0,48,47,1,3161
4,2077,0.760314746,0.8682245,4,1,0,1,1,2,15,48,0,3159
4,1459,0.806744867,0.709078348,4,1,0,1,1,0,30,9,0,3157
3,576,0.327280732,0.587253743,8,1,0,0,1,1,57,10,0,3157
3,1557,0.459267624,0.47947697,8,0,1,0,1,2,10,34,1,3146
4,2995,0.584223051,0.457163083,7,1,0,0,0,0,64,12,0,3137
3,2437,0.774276378,0.512939068,4,1,0,0,0,0,18,22,0,3135
4,942,0.421461798,0.198300262,9,1,0,1,1,0,60,8,1,3134
4,3028,0.869159709,0.324056339,7,1,0,1,0,0,33,32,1,3115
3,3164,0.783906323,0.231627859,1,0,1,0,1,1,68,28,1,3109
4,1427,0.854765053,0.360701438,5,1,1,0,1,1,25,18,1,3106
4,2654,0.49597429,0.373067983,2,1,0,1,1,1,92,9,1,3079
1,3485,0.661152831,0.636419417,10,1,0,0,1,1,54,50,0,3074
4,1042,0.203033054,0.816365028,12,1,1,1,1,2,38,52,1,3073
1,3519,0.448611251,0.704576773,7,1,0,0,0,0,74,42,0,3045
3,2063,0.729479024,0.891847894,2,1,0,0,0,0,88,23,0,3036
3,3450,0.59091497,0.455765192,9,1,0,1,0,0,84,41,0,3011
3,1674,0.623797843,0.776875646,4,1,0,0,1,1,71,33,0,2972
4,1953,0.39894278,0.595192879,6,1,1,1,0,2,19,39,1,2903
4,994,0.547617989,0.614270096,4,1,0,0,0,2,50,31,0,2807
4,3552,0.776592656,0.243817126,11,1,0,0,1,1,59,62,1,2755
4,838,0.61051629,0.795823972,6,1,0,0,0,0,40,24,0,2725
1,2793,0.570544572,0.563259446,11,0,1,0,0,1,52,21,1,2509
1,2626,0.824645088,0.172332606,3,0,1,0,0,0,9,57,0,2454
1,3428,0.300623426,0.570745296,4,1,0,0,0,0,74,42,0,2427
1,2573,0.79061061,0.105278275,6,0,1,0,0,1,34,22,1,2409
1,3235,0.345243812,0.209863503,7,0,1,0,1,0,41,55,1,2400
2,3321,0.636856779,0.262761793,8,1,1,1,1,2,38,10,0,2398
2,1886,0.72068877,0.415264236,6,1,0,0,0,1,90,42,0,2380
1,2321,0.829858024,0.82284199,5,1,0,1,1,0,86,11,0,2378
1,3271,0.416202619,0.542976581,3,1,0,0,0,2,67,15,0,2362
1,2395,0.144368343,0.721385958,1,1,0,0,0,1,72,61,0,2347
1,2569,0.2263258,0.682995944,3,1,0,0,1,1,95,33,0,2336
1,2599,0.670318815,0.844199046,4,1,0,1,1,1,37,17,0,2323
2,2980,0.700422254,0.138244806,10,0,1,0,0,1,13,53,1,2317
1,3320,0.85096828,0.435717433,3,0,1,0,1,1,87,20,1,2314
2,1258,0.536867585,0.833979632,5,1,0,0,0,0,75,45,0,2314
2,2103,0.714278926,0.406360426,4,0,1,0,1,0,56,43,0,2314
1,2807,0.842156347,0.102852416,11,0,1,0,1,1,62,56,1,2314
2,1892,0.746026356,0.566309271,1,0,0,1,0,2,91,59,0,2285
1,2314,0.103851336,0.335646022,1,0,1,0,0,1,62,50,1,2274
2,2860,0.378634686,0.740450189,4,1,0,0,0,0,94,38,0,2273
1,2307,0.43313695,0.607394537,10,0,0,1,0,1,77,29,1,2210
2,1393,0.185523804,0.181650863,8,0,0,1,1,1,66,9,1,2186
2,789,0.46377818,0.431451895,6,1,0,0,0,2,80,29,0,2175
1,2354,0.814640842,0.424145765,5,0,1,0,1,1,17,37,1,2165
1,3131,0.885955303,0.465761087,11,0,1,0,1,1,23,40,1,2148
2,880,0.67943347,0.341769205,7,0,1,0,0,1,16,60,1,2141
2,2222,0.515368913,0.738432066,12,1,0,0,0,2,81,20,0,2095
2,2809,0.561114341,0.695743205,12,0,1,1,1,2,43,49,1,2072
2,802,0.424890494,0.289964189,5,0,0,0,1,0,58,61,0,2066
1,1987,0.48329444,0.525019333,6,0,1,0,1,0,32,36,0,1694
1,1826,0.182535193,0.283213596,2,1,0,1,1,1,11,26,0,1686
1,2024,0.626299471,0.798501275,2,1,0,1,1,1,12,26,0,1635
1,1818,0.438150733,0.506682177,4,1,0,0,0,2,69,16,0,1615
1,1849,0.549709289,0.737388912,1,1,0,0,0,2,44,13,0,1608
1,1777,0.645572005,0.654787852,10,1,1,0,1,1,47,54,1,1605
1,979,0.35707092,0.307357406,9,0,1,0,1,0,55,19,0,1555
1,1799,0.599763105,0.518544354,11,0,1,0,1,1,63,14,1,1551
1,1310,0.663813975,0.397301031,10,1,0,0,0,2,29,44,0,1538
1,1759,0.574518131,0.445266502,2,1,0,0,0,1,60,53,0,1533
1,953,0.532738112,0.162420762,4,0,1,0,1,2,79,63,1,1529
1,701,0.415329863,0.666374443,4,1,0,1,0,0,42,25,0,1514
1,2152,0.39876023,0.852000365,4,1,0,0,0,0,83,14,0,1502
1,709,0.28898781,0.322052474,4,1,0,0,0,1,73,47,0,1488
1,965,0.807466026,0.108999069,11,0,1,0,1,1,28,27,1,1467
1,778,0.728662926,0.255516191,11,0,0,0,1,1,31,40,1,1466
1,1534,0.336606989,0.668028255,2,1,0,0,0,2,45,46,0,1457
1,1183,0.295590999,0.766102552,12,1,0,0,0,0,46,35,0,1457
1,1686,0.505354221,0.621572751,4,1,0,0,0,2,80,8,0,1455
1,964,0.261866861,0.646476838,10,1,0,1,0,0,8,32,0,1447
1,977,0.483077931,0.585586546,8,1,0,0,0,0,24,44,0,1432
1,1406,0.24475356,0.540160553,4,1,0,0,0,2,36,59,0,1416
1,973,0.392820769,0.571852023,4,1,0,0,0,2,20,58,0,1411
1,739,0.502708817,0.280389387,4,1,0,0,0,2,51,39,0,1406
1,973,0.736300976,0.13891265,3,1,0,1,1,2,61,36,0,1397
1,1429,0.371483595,0.303724502,5,1,0,0,1,2,89,63,0,1388
1,1434,0.696346309,0.378067943,9,1,0,0,0,0,49,51,0,1352
1,764,0.107218782,0.601747969,8,1,0,1,0,2,65,64,0,1337
1,888,0.478022158,0.488553952,4,1,0,0,0,2,15,44,0,1310
1,1450,0.313835527,0.495445255,9,1,0,0,0,1,35,55,0,1300
1,1360,0.875708307,0.110674863,11,0,1,0,1,1,23,40,1,1296
1,622,0.850560961,0.106752648,11,0,1,0,1,1,62,56,1,1290
1,973,0.48285647,0.539061188,4,1,0,0,0,2,80,44,0,1280
1,973,0.757283451,0.898017421,4,1,0,0,1,1,15,33,0,1265
1,1406,0.535141482,0.58905172,4,1,0,0,0,0,74,42,0,1213
4,1193,0.30488428,0.683531465,3,0,1,0,0,2,53,41,0,3328
1,3512,0.684453636,0.722573387,4,1,1,0,1,1,70,12,0,3285
4,1730,0.75036653,0.76219543,2,0,1,1,1,0,14,40,1,3283
3,896,0.259719185,0.110222136,9,0,1,0,0,1,27,11,1,3254
3,988,0.874046683,0.473697334,1,1,0,0,1,2,85,27,0,3240
4,857,0.524418474,0.637337272,4,1,0,1,0,0,26,33,0,3239
3,1059,0.520309917,0.39054521,10,1,0,1,1,1,18,51,1,3179
1,3580,0.894857007,0.896171529,11,0,1,0,0,1,23,56,1,3175
4,3069,0.608858703,0.543070804,7,1,0,0,1,2,78,30,0,3169
3,958,0.572178871,0.626789328,2,1,0,1,1,2,77,32,1,3167
3,2078,0.74797494,0.154812998,12,0,0,1,1,2,39,30,0,3167
3,1061,0.753443709,0.350575612,4,1,0,0,0,0,21,37,0,3166
2,3554,0.644743917,0.878776958,12,1,0,0,1,1,82,52,0,3164
4,628,0.644727836,0.799948041,3,0,0,0,1,2,58,31,0,3161
3,3406,0.892194783,0.221329412,11,0,1,0,1,0,48,47,1,3161
4,2077,0.760314746,0.8682245,4,1,0,1,1,2,15,48,0,3159
4,1459,0.806744867,0.709078348,4,1,0,1,1,0,30,9,0,3157
3,576,0.327280732,0.587253743,8,1,0,0,1,1,57,10,0,3157
3,1557,0.459267624,0.47947697,8,0,1,0,1,2,10,34,1,3146
4,2995,0.584223051,0.457163083,7,1,0,0,0,0,64,12,0,3137
3,2437,0.774276378,0.512939068,4,1,0,0,0,0,18,22,0,3135
4,942,0.421461798,0.198300262,9,1,0,1,1,0,60,8,1,3134
4,3028,0.869159709,0.324056339,7,1,0,1,0,0,33,32,1,3115
3,3164,0.783906323,0.231627859,1,0,1,0,1,1,68,28,1,3109
4,1427,0.854765053,0.360701438,5,1,1,0,1,1,25,18,1,3106
4,2654,0.49597429,0.373067983,2,1,0,1,1,1,92,9,1,3079
1,3485,0.661152831,0.636419417,10,1,0,0,1,1,54,50,0,3074
4,1042,0.203033054,0.816365028,12,1,1,1,1,2,38,52,1,3073
1,3519,0.448611251,0.704576773,7,1,0,0,0,0,74,42,0,3045
3,2063,0.729479024,0.891847894,2,1,0,0,0,0,88,23,0,3036
3,3450,0.59091497,0.455765192,9,1,0,1,0,0,84,41,0,3011
3,1674,0.623797843,0.776875646,4,1,0,0,1,1,71,33,0,2972
4,1953,0.39894278,0.595192879,6,1,1,1,0,2,19,39,1,2903
4,994,0.547617989,0.614270096,4,1,0,0,0,2,50,31,0,2807
4,3552,0.776592656,0.243817126,11,1,0,0,1,1,59,62,1,2755
4,838,0.61051629,0.795823972,6,1,0,0,0,0,40,24,0,2725
1,2793,0.570544572,0.563259446,11,0,1,0,0,1,52,21,1,2509
1,2626,0.824645088,0.172332606,3,0,1,0,0,0,9,57,0,2454
1,3428,0.300623426,0.570745296,4,1,0,0,0,0,74,42,0,2427
1,2573,0.79061061,0.105278275,6,0,1,0,0,1,34,22,1,2409
1,3235,0.345243812,0.209863503,7,0,1,0,1,0,41,55,1,2400
2,3321,0.636856779,0.262761793,8,1,1,1,1,2,38,10,0,2398
2,1886,0.72068877,0.415264236,6,1,0,0,0,1,90,42,0,2380
1,2321,0.829858024,0.82284199,5,1,0,1,1,0,86,11,0,2378
1,3271,0.416202619,0.542976581,3,1,0,0,0,2,67,15,0,2362
1,2395,0.144368343,0.721385958,1,1,0,0,0,1,72,61,0,2347
1,2569,0.2263258,0.682995944,3,1,0,0,1,1,95,33,0,2336
1,2599,0.670318815,0.844199046,4,1,0,1,1,1,37,17,0,2323
2,2980,0.700422254,0.138244806,10,0,1,0,0,1,13,53,1,2317
1,3320,0.85096828,0.435717433,3,0,1,0,1,1,87,20,1,2314
2,1258,0.536867585,0.833979632,5,1,0,0,0,0,75,45,0,2314
2,2103,0.714278926,0.406360426,4,0,1,0,1,0,56,43,0,2314
1,2807,0.842156347,0.102852416,11,0,1,0,1,1,62,56,1,2314
2,1892,0.746026356,0.566309271,1,0,0,1,0,2,91,59,0,2285
1,2314,0.103851336,0.335646022,1,0,1,0,0,1,62,50,1,2274
2,2860,0.378634686,0.740450189,4,1,0,0,0,0,94,38,0,2273
1,2307,0.43313695,0.607394537,10,0,0,1,0,1,77,29,1,2210
2,1393,0.185523804,0.181650863,8,0,0,1,1,1,66,9,1,2186
2,789,0.46377818,0.431451895,6,1,0,0,0,2,80,29,0,2175
1,2354,0.814640842,0.424145765,5,0,1,0,1,1,17,37,1,2165
1,3131,0.885955303,0.465761087,11,0,1,0,1,1,23,40,1,2148
2,880,0.67943347,0.341769205,7,0,1,0,0,1,16,60,1,2141
2,2222,0.515368913,0.738432066,12,1,0,0,0,2,81,20,0,2095
2,2809,0.561114341,0.695743205,12,0,1,1,1,2,43,49,1,2072
2,802,0.424890494,0.289964189,5,0,0,0,1,0,58,61,0,2066
1,1987,0.48329444,0.525019333,6,0,1,0,1,0,32,36,0,1694
1,1826,0.182535193,0.283213596,2,1,0,1,1,1,11,26,0,1686
1,2024,0.626299471,0.798501275,2,1,0,1,1,1,12,26,0,1635
1,1818,0.438150733,0.506682177,4,1,0,0,0,2,69,16,0,1615
1,1849,0.549709289,0.737388912,1,1,0,0,0,2,44,13,0,1608
1,1777,0.645572005,0.654787852,10,1,1,0,1,1,47,54,1,1605
1,979,0.35707092,0.307357406,9,0,1,0,1,0,55,19,0,1555
1,1799,0.599763105,0.518544354,11,0,1,0,1,1,63,14,1,1551
1,1310,0.663813975,0.397301031,10,1,0,0,0,2,29,44,0,1538
1,1759,0.574518131,0.445266502,2,1,0,0,0,1,60,53,0,1533
1,953,0.532738112,0.162420762,4,0,1,0,1,2,79,63,1,1529
1,701,0.415329863,0.666374443,4,1,0,1,0,0,42,25,0,1514
1,2152,0.39876023,0.852000365,4,1,0,0,0,0,83,14,0,1502
1,709,0.28898781,0.322052474,4,1,0,0,0,1,73,47,0,1488
1,965,0.807466026,0.108999069,11,0,1,0,1,1,28,27,1,1467
1,778,0.728662926,0.255516191,11,0,0,0,1,1,31,40,1,1466
1,1534,0.336606989,0.668028255,2,1,0,0,0,2,45,46,0,1457
1,1183,0.295590999,0.766102552,12,1,0,0,0,0,46,35,0,1457
1,1686,0.505354221,0.621572751,4,1,0,0,0,2,80,8,0,1455
1,964,0.261866861,0.646476838,10,1,0,1,0,0,8,32,0,1447
1,977,0.483077931,0.585586546,8,1,0,0,0,0,24,44,0,1432
1,1406,0.24475356,0.540160553,4,1,0,0,0,2,36,59,0,1416
1,973,0.392820769,0.571852023,4,1,0,0,0,2,20,58,0,1411
1,739,0.502708817,0.280389387,4,1,0,0,0,2,51,39,0,1406
1,973,0.736300976,0.13891265,3,1,0,1,1,2,61,36,0,1397
1,1429,0.371483595,0.303724502,5,1,0,0,1,2,89,63,0,1388
1,1434,0.696346309,0.378067943,9,1,0,0,0,0,49,51,0,1352
1,764,0.107218782,0.601747969,8,1,0,1,0,2,65,64,0,1337
1,888,0.478022158,0.488553952,4,1,0,0,0,2,15,44,0,1310
1,1450,0.313835527,0.495445255,9,1,0,0,0,1,35,55,0,1300
1,1360,0.875708307,0.110674863,11,0,1,0,1,1,23,40,1,1296
1,622,0.850560961,0.106752648,11,0,1,0,1,1,62,56,1,1290
1,973,0.48285647,0.539061188,4,1,0,0,0,2,80,44,0,1280
1,973,0.757283451,0.898017421,4,1,0,0,1,1,15,33,0,1265
1,1406,0.535141482,0.58905172,4,1,0,0,0,0,74,42,0,1213
4,1193,0.30488428,0.683531465,3,0,1,0,0,2,53,41,0,3328
1,3512,0.684453636,0.722573387,4,1,1,0,1,1,70,12,0,3285
4,1730,0.75036653,0.76219543,2,0,1,1,1,0,14,40,1,3283
3,896,0.259719185,0.110222136,9,0,1,0,0,1,27,11,1,3254
3,988,0.874046683,0.473697334,1,1,0,0,1,2,85,27,0,3240
4,857,0.524418474,0.637337272,4,1,0,1,0,0,26,33,0,3239
3,1059,0.520309917,0.39054521,10,1,0,1,1,1,18,51,1,3179
1,3580,0.894857007,0.896171529,11,0,1,0,0,1,23,56,1,3175
4,3069,0.608858703,0.543070804,7,1,0,0,1,2,78,30,0,3169
3,958,0.572178871,0.626789328,2,1,0,1,1,2,77,32,1,3167
3,2078,0.74797494,0.154812998,12,0,0,1,1,2,39,30,0,3167
3,1061,0.753443709,0.350575612,4,1,0,0,0,0,21,37,0,3166
2,3554,0.644743917,0.878776958,12,1,0,0,1,1,82,52,0,3164
4,628,0.644727836,0.799948041,3,0,0,0,1,2,58,31,0,3161
3,3406,0.892194783,0.221329412,11,0,1,0,1,0,48,47,1,3161
4,2077,0.760314746,0.8682245,4,1,0,1,1,2,15,48,0,3159
4,1459,0.806744867,0.709078348,4,1,0,1,1,0,30,9,0,3157
3,576,0.327280732,0.587253743,8,1,0,0,1,1,57,10,0,3157
3,1557,0.459267624,0.47947697,8,0,1,0,1,2,10,34,1,3146
4,2995,0.584223051,0.457163083,7,1,0,0,0,0,64,12,0,3137
3,2437,0.774276378,0.512939068,4,1,0,0,0,0,18,22,0,3135
4,942,0.421461798,0.198300262,9,1,0,1,1,0,60,8,1,3134
4,3028,0.869159709,0.324056339,7,1,0,1,0,0,33,32,1,3115
3,3164,0.783906323,0.231627859,1,0,1,0,1,1,68,28,1,3109
4,1427,0.854765053,0.360701438,5,1,1,0,1,1,25,18,1,3106
4,2654,0.49597429,0.373067983,2,1,0,1,1,1,92,9,1,3079
1,3485,0.661152831,0.636419417,10,1,0,0,1,1,54,50,0,3074
4,1042,0.203033054,0.816365028,12,1,1,1,1,2,38,52,1,3073
1,3519,0.448611251,0.704576773,7,1,0,0,0,0,74,42,0,3045
